food_category,hours_since_cooked,storage_temp_c,humidity_pct,freshness_score
raw_salads,7.27,29.7,50.0,0.045
dry_snacks,7.05,27.9,71.4,0.028
dry_snacks,8.3,30.6,68.9,0.0
fried_items,0.63,17.2,60.5,0.943
fried_items,7.55,13.8,33.2,0.028
rice_curry,5.14,24.0,86.2,0.0
dairy_based,0.75,40.0,54.7,0.0
baked_goods,6.79,31.6,57.0,0.037
dairy_based,7.17,20.7,57.4,0.0
dairy_based,5.24,26.5,51.9,0.0
dry_snacks,7.94,28.4,70.5,0.0
dairy_based,3.0,15.8,30.8,0.011
baked_goods,2.02,32.2,82.4,0.411
fried_items,3.51,23.0,36.1,0.049
raw_salads,4.1,23.5,90.0,0.005
dry_snacks,6.96,24.1,67.7,0.0
dry_snacks,8.46,30.9,34.0,0.061
fried_items,7.21,19.5,63.7,0.005
rice_curry,1.74,13.8,49.9,0.458
fried_items,3.66,25.9,87.2,0.0
raw_salads,1.58,11.7,75.3,0.39
dairy_based,6.87,22.2,60.4,0.017
fried_items,2.48,31.1,55.8,0.007
baked_goods,5.25,27.5,89.8,0.003
dry_snacks,7.92,30.3,70.0,0.065
raw_salads,6.71,27.7,60.8,0.0
rice_curry,2.98,38.5,53.9,0.024
baked_goods,3.33,20.5,49.5,0.564
fried_items,6.53,26.4,72.3,0.003
dry_snacks,5.49,21.4,65.3,0.371
baked_goods,0.96,29.7,80.9,0.677
rice_curry,8.74,23.6,63.2,0.0
fried_items,5.13,34.3,64.9,0.025
raw_salads,4.73,20.8,58.6,0.0
raw_salads,1.98,32.4,75.8,0.012
raw_salads,3.77,27.6,54.9,0.006
dairy_based,3.33,23.8,81.1,0.0
fried_items,2.71,27.3,49.6,0.093
rice_curry,5.67,25.6,71.6,0.009
raw_salads,4.62,26.1,83.6,0.0
dairy_based,8.89,22.8,76.1,0.014
baked_goods,9.41,19.8,50.6,0.006
dairy_based,2.19,22.0,72.4,0.0
baked_goods,1.0,13.9,42.4,0.864
rice_curry,7.85,29.1,33.5,0.0
baked_goods,9.95,16.6,77.5,0.002
dry_snacks,8.64,22.7,78.5,0.008
dry_snacks,0.24,27.9,31.4,0.986
dairy_based,2.51,29.0,86.9,0.0
dairy_based,0.43,13.4,56.8,0.812
baked_goods,8.21,23.4,84.3,0.0
dairy_based,5.81,26.8,77.3,0.0
dry_snacks,5.14,24.3,84.0,0.198
rice_curry,5.54,32.1,80.0,0.0
dairy_based,2.52,19.1,88.4,0.02
fried_items,6.02,11.7,67.7,0.025
fried_items,0.31,28.9,43.6,0.904
rice_curry,6.46,20.8,53.4,0.0
fried_items,7.34,13.4,75.1,0.0
fried_items,6.73,23.0,39.4,0.006
baked_goods,3.32,31.4,85.8,0.12
fried_items,8.26,16.4,42.3,0.012
baked_goods,7.16,38.0,82.6,0.0
rice_curry,1.28,19.0,59.0,0.575
baked_goods,1.95,24.5,80.4,0.568
dry_snacks,6.37,16.7,87.5,0.36
dry_snacks,2.89,24.2,55.3,0.567
raw_salads,1.19,23.2,71.8,0.321
dairy_based,1.55,15.1,43.6,0.25
fried_items,1.66,40.0,78.0,0.005
fried_items,4.78,21.0,79.2,0.0
baked_goods,6.07,21.0,47.7,0.228
rice_curry,1.76,29.8,31.4,0.019
rice_curry,7.12,34.9,55.9,0.0
dry_snacks,2.81,30.8,40.2,0.432
raw_salads,3.12,16.8,79.1,0.0
rice_curry,2.23,25.3,45.7,0.038
fried_items,7.85,12.7,86.6,0.0
dairy_based,9.6,29.4,88.3,0.0
dry_snacks,4.92,14.2,84.5,0.44
dairy_based,0.42,19.2,66.0,0.786
dry_snacks,2.61,24.0,46.0,0.634
rice_curry,1.58,26.7,78.4,0.073
dry_snacks,8.43,22.4,72.1,0.0
baked_goods,0.85,33.1,88.6,0.739
fried_items,9.66,28.3,52.6,0.0
raw_salads,5.89,27.9,33.5,0.0
dairy_based,5.18,16.6,89.9,0.0
rice_curry,8.47,34.2,80.3,0.0
fried_items,0.28,19.2,43.3,0.951
raw_salads,7.77,34.4,73.5,0.0
fried_items,1.17,36.1,30.0,0.378
dry_snacks,8.41,27.1,63.5,0.0
rice_curry,5.29,30.2,51.8,0.002
raw_salads,0.61,5.5,52.9,0.931
fried_items,8.33,22.8,44.7,0.008
raw_salads,0.27,30.6,46.5,0.817
fried_items,1.38,29.5,57.3,0.493
dry_snacks,7.98,16.7,44.9,0.247
raw_salads,4.65,22.2,58.0,0.041
baked_goods,8.81,8.8,64.6,0.042
baked_goods,6.35,26.5,72.7,0.0
raw_salads,6.24,12.7,70.6,0.009
rice_curry,2.92,30.8,44.5,0.037
raw_salads,1.34,31.1,32.4,0.042
rice_curry,9.61,21.2,80.0,0.0
raw_salads,1.05,27.1,82.3,0.279
rice_curry,5.29,22.7,88.7,0.0
fried_items,2.73,25.5,87.6,0.186
baked_goods,2.64,17.1,68.0,0.62
dry_snacks,5.95,27.7,83.7,0.0
dry_snacks,7.98,14.2,56.9,0.148
raw_salads,7.77,13.0,77.2,0.0
dry_snacks,8.69,23.3,87.3,0.041
fried_items,2.93,22.7,77.8,0.235
raw_salads,4.66,25.6,54.9,0.003
fried_items,0.09,20.1,52.7,0.998
dairy_based,7.47,35.3,47.5,0.0
dairy_based,3.02,25.0,52.0,0.011
fried_items,5.61,25.4,79.2,0.0
fried_items,1.69,25.2,72.1,0.448
fried_items,8.19,30.0,45.0,0.0
dry_snacks,8.17,27.5,72.7,0.01
fried_items,8.77,26.7,52.8,0.028
baked_goods,0.46,28.4,63.5,0.93
baked_goods,9.92,13.1,52.2,0.01
dry_snacks,2.48,13.3,61.3,0.762
baked_goods,3.09,23.5,73.8,0.485
baked_goods,2.49,22.8,73.9,0.569
rice_curry,2.68,27.5,75.2,0.0
raw_salads,5.53,24.1,53.5,0.0
fried_items,2.4,27.5,71.4,0.111
dairy_based,3.94,16.5,44.3,0.012
baked_goods,6.56,23.9,58.6,0.031
fried_items,8.36,16.0,65.0,0.0
fried_items,6.93,26.3,71.2,0.002
rice_curry,5.94,12.7,84.7,0.0
raw_salads,1.48,26.1,48.3,0.019
raw_salads,8.16,15.2,80.7,0.041
dry_snacks,0.37,21.7,48.7,0.926
baked_goods,2.64,29.4,63.1,0.319
dry_snacks,0.57,25.4,79.7,0.899
dairy_based,6.67,14.1,73.4,0.0
raw_salads,3.68,20.0,81.8,0.0
rice_curry,6.52,15.0,78.9,0.041
dairy_based,3.47,13.8,46.6,0.0
rice_curry,4.56,24.7,89.6,0.0
baked_goods,4.58,27.4,86.2,0.028
dairy_based,0.46,26.6,55.8,0.649
fried_items,4.3,27.6,32.8,0.024
raw_salads,6.41,23.9,48.2,0.0
fried_items,5.46,22.4,80.2,0.014
baked_goods,0.75,17.6,87.1,0.903
dry_snacks,6.68,21.4,79.9,0.227
rice_curry,3.09,16.1,53.8,0.0
raw_salads,0.14,18.9,33.4,0.945
raw_salads,1.56,24.5,61.1,0.144
fried_items,4.98,23.3,52.6,0.0
dairy_based,3.1,40.0,37.4,0.0
rice_curry,6.94,15.9,36.4,0.0
raw_salads,2.41,23.2,39.2,0.0
baked_goods,7.73,15.5,42.3,0.034
rice_curry,2.86,21.7,75.2,0.014
fried_items,6.21,21.9,52.9,0.014
fried_items,7.99,29.1,56.2,0.002
dairy_based,3.86,21.3,65.9,0.002
raw_salads,0.47,22.9,87.6,0.75
dry_snacks,5.35,21.4,75.4,0.323
rice_curry,9.95,15.6,68.7,0.023
dry_snacks,9.69,20.1,74.6,0.0
baked_goods,2.21,21.7,73.2,0.65
fried_items,7.56,24.4,71.4,0.0
raw_salads,3.45,27.4,59.8,0.0
fried_items,1.6,22.6,64.0,0.607
dry_snacks,6.66,22.5,57.7,0.173
dairy_based,5.01,13.7,53.7,0.0
dry_snacks,5.39,27.2,46.2,0.116
baked_goods,8.27,19.8,51.3,0.021
baked_goods,3.37,28.5,55.7,0.232
raw_salads,6.67,31.9,64.8,0.016
dairy_based,3.66,22.9,60.0,0.0
rice_curry,0.43,17.9,36.5,0.923
dry_snacks,3.78,23.9,50.4,0.442
dairy_based,9.5,26.1,52.6,0.003
dairy_based,4.83,22.1,72.4,0.0
baked_goods,1.08,20.6,50.0,0.847
baked_goods,6.88,27.4,30.5,0.0
dry_snacks,9.63,27.0,35.1,0.0
rice_curry,9.08,21.9,59.8,0.036
fried_items,5.72,14.1,41.3,0.0
dairy_based,3.76,26.7,59.7,0.03
dry_snacks,5.81,19.4,64.5,0.434
raw_salads,8.16,25.3,86.0,0.0
baked_goods,8.61,24.9,69.3,0.007
fried_items,8.19,12.7,31.9,0.0
