distance_km,eta_minutes,spare_capacity_ratio,ngo_acceptance_track_record,accepted
2.45,7.8,0.812,0.598,1
3.66,6.7,0.43,0.933,1
2.29,5.3,0.758,0.888,1
1.8,5.8,0.706,0.739,1
0.82,3.7,0.457,0.686,1
1.45,3.0,0.323,0.986,1
4.37,10.7,0.727,0.826,1
2.36,6.8,0.369,0.962,1
0.66,3.0,0.17,0.442,0
0.8,4.7,0.321,0.525,1
4.69,10.1,0.877,0.418,0
7.09,13.6,0.283,0.912,1
1.07,4.3,0.235,0.81,1
1.51,3.0,0.133,0.505,1
0.1,3.0,0.055,0.975,1
0.34,3.0,0.977,0.964,1
3.6,11.5,0.537,0.533,1
12.02,27.5,0.73,0.782,0
2.77,11.6,0.773,0.794,1
2.41,4.3,0.352,0.402,0
4.5,11.4,0.799,0.806,1
1.02,3.0,0.961,0.531,1
2.37,6.0,0.742,0.932,1
1.48,3.4,0.712,0.895,1
1.44,3.0,0.432,0.934,1
0.62,7.2,0.841,0.847,1
1.76,3.4,0.089,0.497,1
2.16,4.4,0.75,0.613,1
5.76,16.3,0.362,0.818,1
9.13,26.5,0.566,0.591,1
0.28,3.0,0.893,0.819,1
0.36,3.0,0.605,0.598,1
5.32,13.7,0.026,0.505,1
2.48,3.0,0.723,0.706,1
4.23,12.4,0.929,0.805,1
0.3,3.0,0.642,0.705,1
0.51,3.0,0.861,0.779,1
2.46,6.1,0.825,0.658,1
1.71,5.2,0.861,0.859,1
1.82,4.0,0.344,0.783,1
6.79,20.0,0.474,0.739,0
4.1,11.7,0.848,0.657,1
1.45,4.9,0.91,0.716,1
6.77,14.5,0.147,0.43,0
1.77,7.8,0.182,0.793,1
4.12,8.7,0.347,0.521,1
4.0,13.5,0.77,0.907,1
1.33,7.4,0.875,0.879,1
3.23,9.1,0.58,0.711,1
7.45,20.7,0.113,0.9,1
6.71,10.6,0.304,0.796,1
2.74,6.5,0.857,0.483,1
0.8,4.2,0.348,0.837,1
0.94,4.2,0.103,0.988,1
4.64,9.2,0.302,0.424,1
2.25,5.0,0.807,0.545,1
2.29,3.0,0.493,0.753,1
0.17,3.0,0.172,0.645,1
0.89,3.0,0.313,0.776,1
3.35,10.6,0.954,0.746,1
0.86,4.5,0.432,0.865,1
0.49,3.0,0.442,0.442,1
1.19,4.0,0.153,0.66,1
3.51,8.3,0.305,0.907,1
3.59,9.5,0.815,0.614,1
2.39,3.7,0.786,0.697,1
1.92,6.0,0.435,0.413,1
6.17,12.1,0.894,0.532,0
5.59,10.3,0.38,0.674,1
1.61,3.8,0.864,0.635,1
6.48,15.8,0.032,0.822,0
7.17,18.5,0.347,0.761,0
3.24,6.8,0.855,0.919,1
1.58,7.7,0.901,0.904,1
2.29,6.0,0.756,0.542,0
0.92,3.0,0.67,0.41,1
5.41,13.9,0.816,0.904,1
1.91,6.8,0.708,0.594,1
4.44,12.2,0.254,0.605,1
4.41,11.9,0.466,0.493,1
0.18,3.0,0.661,0.809,1
5.98,11.3,0.588,0.565,1
0.58,3.0,0.885,0.504,1
0.96,3.0,0.474,0.697,1
2.44,5.7,0.178,0.843,0
2.56,7.6,0.215,0.559,0
1.44,3.6,0.846,0.826,1
1.42,4.7,0.009,0.673,0
4.15,7.9,0.869,0.638,1
2.23,5.6,0.056,0.612,1
3.63,6.4,0.392,0.486,1
6.27,16.5,0.8,0.596,1
1.82,3.0,0.408,0.919,1
1.95,5.6,0.822,0.46,1
1.45,3.0,0.1,0.965,1
1.04,3.0,0.512,0.463,1
5.57,15.7,0.582,0.614,1
0.41,3.0,0.891,0.758,1
3.78,6.2,0.094,0.894,1
1.6,3.0,0.339,0.485,1
1.79,3.0,0.659,0.483,1
8.13,16.9,0.98,0.771,1
1.33,3.6,0.848,0.573,1
1.54,5.0,0.846,0.78,1
0.81,3.0,0.517,0.884,1
1.71,5.5,0.564,0.445,1
0.68,3.0,0.859,0.898,1
2.54,5.8,0.87,0.422,1
1.27,3.0,0.802,0.93,1
1.78,3.6,0.819,0.976,1
7.43,15.9,0.88,0.794,1
13.15,31.2,0.114,0.981,0
0.59,3.0,0.293,0.885,1
6.17,15.2,0.976,0.426,1
0.11,6.4,0.545,0.402,1
2.39,3.3,0.176,0.412,1
9.25,22.9,0.503,0.667,0
2.56,3.6,0.646,0.768,1
7.74,18.6,0.828,0.684,1
3.88,9.0,0.812,0.8,1
1.9,6.4,0.049,0.665,1
2.68,5.8,0.454,0.425,1
2.59,6.1,0.021,0.533,0
4.02,9.2,0.888,0.986,1
1.66,3.0,0.174,0.604,1
1.82,3.2,0.625,0.592,1
12.19,29.7,0.571,0.49,0
0.93,3.0,0.626,0.982,1
1.08,3.8,0.563,0.536,1
1.65,3.7,0.716,0.782,1
1.86,4.1,0.626,0.425,1
0.74,3.0,0.09,0.439,1
0.89,3.3,0.367,0.823,1
0.18,3.0,0.547,0.775,1
0.81,3.5,0.325,0.801,1
3.27,10.8,0.76,0.536,1
1.75,4.0,0.318,0.981,1
0.51,3.0,0.829,0.729,1
0.1,3.0,0.147,0.972,1
1.12,3.5,0.769,0.497,1
0.4,3.0,0.183,0.639,1
0.1,3.0,0.528,0.598,1
4.02,11.2,0.321,0.845,1
3.66,10.2,0.637,0.841,1
0.78,3.0,0.213,0.687,1
0.57,3.0,0.795,0.41,1
3.16,8.8,0.574,0.503,0
1.6,3.0,0.957,0.43,1
1.64,4.5,0.712,0.9,1
1.59,4.3,0.607,0.571,1
3.54,5.1,0.829,0.47,1
10.09,25.4,0.22,0.609,0
2.19,6.5,0.633,0.446,0
10.2,26.8,0.39,0.978,0
0.57,3.0,0.744,0.586,1
2.72,3.0,0.024,0.951,1
0.26,3.2,0.428,0.803,1
2.65,7.4,0.652,0.734,1
4.14,7.9,0.461,0.681,0
0.62,3.0,0.238,0.806,1
0.86,3.0,0.464,0.805,1
3.73,10.7,0.85,0.406,1
1.08,3.0,0.207,0.936,1
0.1,3.0,0.367,0.617,1
3.7,5.7,0.99,0.608,1
3.53,6.7,0.913,0.64,0
0.84,3.0,0.034,0.804,1
8.0,18.2,0.53,0.622,1
0.96,5.4,0.065,0.621,1
0.36,5.0,0.924,0.437,1
1.49,4.2,0.442,0.646,1
0.11,3.0,0.418,0.488,1
1.77,4.0,0.273,0.905,1
2.84,8.0,0.569,0.597,1
9.61,20.9,0.145,0.967,1
7.56,17.8,0.799,0.804,1
2.53,9.2,0.491,0.846,1
0.17,3.0,0.566,0.959,1
2.27,4.2,0.841,0.541,1
3.54,8.9,0.185,0.735,1
5.61,14.6,0.175,0.424,1
7.35,17.1,0.421,0.459,1
1.61,4.2,0.786,0.616,1
0.23,3.0,0.059,0.803,1
5.4,17.4,0.795,0.891,1
0.55,3.0,0.501,0.551,0
3.12,7.7,0.562,0.842,1
0.86,5.2,0.564,0.532,1
0.8,3.0,0.056,0.404,1
7.2,15.3,0.25,0.432,1
2.48,6.7,0.755,0.745,1
5.55,16.0,0.412,0.693,1
1.26,3.9,0.561,0.56,1
1.96,4.7,0.945,0.404,1
2.34,3.0,0.046,0.735,1
5.29,13.1,0.45,0.882,1
1.83,7.1,0.361,0.44,1
2.36,3.4,0.106,0.835,0
2.29,5.2,0.951,0.774,1
2.7,6.0,0.961,0.683,0
0.31,3.0,0.311,0.429,0
1.28,3.7,0.947,0.945,1
0.12,3.0,0.035,0.682,1
0.1,3.0,0.981,0.636,1
9.77,22.5,0.836,0.908,1
0.25,3.0,0.214,0.899,1
3.05,8.1,0.6,0.829,1
1.29,3.0,0.798,0.889,1
0.72,5.5,0.319,0.473,1
4.52,15.1,0.354,0.849,1
0.54,5.3,0.629,0.594,1
5.69,12.3,0.147,0.912,1
1.31,4.4,0.118,0.618,1
0.17,3.0,0.25,0.432,0
1.08,4.2,0.741,0.644,1
2.92,6.6,0.367,0.846,1
1.21,5.6,0.507,0.696,1
0.54,3.0,0.195,0.851,1
1.14,3.1,0.194,0.421,0
0.5,3.0,0.65,0.505,1
5.69,15.5,0.108,0.733,1
1.99,4.5,0.668,0.627,1
2.47,7.1,0.401,0.801,1
8.47,21.6,0.671,0.968,1
0.7,3.0,0.382,0.789,1
0.52,3.0,0.846,0.646,1
0.7,3.3,0.056,0.72,1
7.65,18.7,0.893,0.939,1
4.51,8.4,0.269,0.797,1
9.62,25.2,0.043,0.874,0
0.31,3.0,0.562,0.578,1
0.83,3.0,0.224,0.839,1
0.52,3.0,0.459,0.482,1
3.7,9.8,0.802,0.842,1
0.65,3.0,0.792,0.92,1
6.93,13.1,0.6,0.931,1
1.2,3.0,0.978,0.469,1
6.09,17.6,0.464,0.89,1
1.21,3.0,0.039,0.465,1
0.34,3.0,0.819,0.682,1
3.33,10.4,0.221,0.803,1
1.1,4.3,0.176,0.686,1
0.38,3.0,0.07,0.601,1
1.0,3.0,0.328,0.803,1
1.21,6.5,0.326,0.79,1
15.72,40.6,0.303,0.744,0
2.98,12.4,0.593,0.712,1
0.43,3.0,0.752,0.816,1
0.96,3.0,0.938,0.638,1
2.14,5.4,0.094,0.441,1
0.84,3.0,0.15,0.717,1
1.16,4.2,0.59,0.827,1
0.57,3.6,0.098,0.577,1
0.26,3.0,0.371,0.483,1
6.22,15.1,0.625,0.938,1
1.09,3.8,0.781,0.91,1
2.23,5.1,0.218,0.765,1
0.89,3.0,0.668,0.864,1
7.21,20.1,0.646,0.972,1
1.92,7.3,0.86,0.736,1
0.31,3.0,0.314,0.544,1
2.07,4.8,0.75,0.777,1
2.56,3.0,0.752,0.94,1
0.26,3.0,0.239,0.807,1
4.67,10.1,0.621,0.415,0
1.96,4.6,0.675,0.941,1
0.47,3.0,0.274,0.845,1
7.55,18.8,0.452,0.637,1
3.93,7.7,0.436,0.983,1
2.77,4.4,0.774,0.826,1
0.12,3.0,0.001,0.887,1
9.1,20.8,0.501,0.956,1
1.44,3.6,0.184,0.423,1
1.21,4.9,0.647,0.857,1
0.16,3.0,0.68,0.628,1
0.92,3.9,0.501,0.913,1
5.46,14.3,0.542,0.919,1
5.38,14.9,0.315,0.889,1
0.27,3.4,0.313,0.86,1
1.49,4.6,0.745,0.869,1
3.66,5.5,0.132,0.575,1
1.96,3.9,0.772,0.64,1
0.75,3.3,0.655,0.468,1
2.85,5.9,0.884,0.89,1
1.95,8.1,0.26,0.781,1
2.11,5.2,0.506,0.762,1
0.52,3.0,0.039,0.545,1
1.54,6.1,0.913,0.763,1
4.09,9.9,0.675,0.668,1
1.96,5.2,0.623,0.987,1
2.77,8.7,0.733,0.909,1
1.31,3.0,0.284,0.71,1
4.68,11.1,0.604,0.877,1
0.34,3.0,0.801,0.497,1
3.52,8.9,0.09,0.46,1
0.57,4.4,0.959,0.772,1
0.85,3.0,0.892,0.829,1
6.46,12.8,0.963,0.431,1
1.54,5.4,0.808,0.519,0
1.71,6.0,0.294,0.717,1
3.06,7.3,0.582,0.437,1
3.48,9.5,0.12,0.65,1
3.0,9.0,0.754,0.684,1
2.38,4.3,0.154,0.944,1
0.1,3.0,0.867,0.586,1
0.5,3.0,0.241,0.5,1
0.94,4.2,0.16,0.404,1
5.42,11.2,0.071,0.472,0
7.61,18.6,0.711,0.843,1
1.95,4.4,0.186,0.663,1
1.38,4.3,0.198,0.517,0
9.64,24.1,0.17,0.95,0
2.11,4.2,0.306,0.865,1
3.7,11.7,0.941,0.467,1
2.47,5.1,0.487,0.559,1
1.36,3.0,0.261,0.901,1
1.69,3.0,0.17,0.809,1
3.1,6.3,0.019,0.958,1
7.05,18.7,0.365,0.445,1
1.71,4.9,0.11,0.857,1
1.56,5.1,0.027,0.445,1
0.17,3.0,0.103,0.599,1
0.39,5.1,0.319,0.843,1
0.1,3.0,0.751,0.819,1
0.4,3.0,0.067,0.401,1
4.47,9.1,0.679,0.519,1
3.92,8.4,0.621,0.859,1
4.47,9.2,0.882,0.474,1
0.1,3.0,0.184,0.593,1
3.27,10.7,0.794,0.508,1
0.94,5.4,0.865,0.466,1
1.9,5.8,0.976,0.894,1
6.47,20.4,0.809,0.436,1
2.44,5.4,0.124,0.716,1
0.37,3.0,0.947,0.809,1
1.47,5.8,0.815,0.434,1
9.32,19.6,0.212,0.774,0
6.85,15.6,0.165,0.597,1
4.65,12.7,0.936,0.892,1
0.4,3.0,0.156,0.871,1
0.5,3.0,0.777,0.868,1
0.3,3.0,0.405,0.635,1
0.42,3.0,0.724,0.885,1
0.1,3.0,0.092,0.772,1
5.52,13.8,0.725,0.623,0
3.58,7.3,0.512,0.448,0
4.66,9.1,0.9,0.439,1
2.0,3.4,0.188,0.548,0
0.1,3.0,0.109,0.577,0
1.86,5.3,0.196,0.947,0
0.19,3.0,0.079,0.99,1
5.78,10.0,0.98,0.485,1
